YYYY,MM,DD,hh.h,hh._m,days,days_m,Hp60,ap60,D
2026,01,17,13.0,13.50,34350.54167,34350.56250,2.667,12,0
2026,01,17,14.0,14.50,34350.58333,34350.60416,3.333,18,0
2026,01,17,15.0,15.50,34350.62500,34350.64583,3.667,22,0
2026,01,17,16.0,16.50,34350.66667,34350.68750,4.000,27,0
2026,01,17,17.0,17.50,34350.70833,34350.72916,3.667,22,0
2026,01,17,18.0,18.50,34350.75000,34350.77083,3.000,15,0
2026,01,17,19.0,19.50,34350.79167,34350.81250,4.000,27,0
2026,01,17,20.0,20.50,34350.83333,34350.85416,2.667,12,0
2026,01,17,21.0,21.50,34350.87500,34350.89583,3.333,18,0
2026,01,17,22.0,22.50,34350.91667,34350.93750,3.667,22,0
2026,01,17,23.0,23.50,34350.95833,34350.97916,4.000,27,0
2026,01,18,00.0,00.50,34351.00000,34351.02083,2.667,12,0
2026,01,18,01.0,01.50,34351.04167,34351.06250,2.333,9,0
2026,01,18,02.0,02.50,34351.08333,34351.10416,3.333,18,0
2026,01,18,03.0,03.50,34351.12500,34351.14583,3.667,22,0
2026,01,18,04.0,04.50,34351.16667,34351.18750,3.333,18,0
2026,01,18,05.0,05.50,34351.20833,34351.22916,3.667,22,0
2026,01,18,06.0,06.50,34351.25000,34351.27083,3.333,18,0
2026,01,18,07.0,07.50,34351.29167,34351.31250,2.667,12,0
2026,01,18,08.0,08.50,34351.33333,34351.35416,2.000,7,0
2026,01,18,09.0,09.50,34351.37500,34351.39583,1.667,6,0
2026,01,18,10.0,10.50,34351.41667,34351.43750,2.667,12,0
2026,01,18,11.0,11.50,34351.45833,34351.47916,2.667,12,0
2026,01,18,12.0,12.50,34351.50000,34351.52083,2.667,12,0
2026,01,18,13.0,13.50,34351.54167,34351.56250,2.667,12,0
2026,01,18,14.0,14.50,34351.58333,34351.60416,2.000,7,0
2026,01,18,15.0,15.50,34351.62500,34351.64583,2.667,12,0
2026,01,18,16.0,16.50,34351.66667,34351.68750,3.333,18,0
2026,01,18,17.0,17.50,34351.70833,34351.72916,3.000,15,0
2026,01,18,18.0,18.50,34351.75000,34351.77083,3.000,15,0
2026,01,18,19.0,19.50,34351.79167,34351.81250,2.667,12,0
2026,01,18,20.0,20.50,34351.83333,34351.85416,4.333,32,0
2026,01,18,21.0,21.50,34351.87500,34351.89583,3.667,22,0
2026,01,18,22.0,22.50,34351.91667,34351.93750,2.333,9,0
2026,01,18,23.0,23.50,34351.95833,34351.97916,3.333,18,0
2026,01,19,00.0,00.50,34352.00000,34352.02083,4.000,27,0
2026,01,19,01.0,01.50,34352.04167,34352.06250,3.667,22,0
2026,01,19,02.0,02.50,34352.08333,34352.10416,2.667,12,0
2026,01,19,03.0,03.50,34352.12500,34352.14583,1.333,5,0
2026,01,19,04.0,04.50,34352.16667,34352.18750,1.667,6,0
2026,01,19,05.0,05.50,34352.20833,34352.22916,1.333,5,0
2026,01,19,06.0,06.50,34352.25000,34352.27083,1.000,4,0
2026,01,19,07.0,07.50,34352.29167,34352.31250,0.333,2,0
2026,01,19,08.0,08.50,34352.33333,34352.35416,0.000,0,0
2026,01,19,09.0,09.50,34352.37500,34352.39583,0.000,0,0
2026,01,19,10.0,10.50,34352.41667,34352.43750,0.667,3,0
2026,01,19,11.0,11.50,34352.45833,34352.47916,2.000,7,0
2026,01,19,12.0,12.50,34352.50000,34352.52083,1.667,6,0
2026,01,19,13.0,13.50,34352.54167,34352.56250,1.333,5,0
2026,01,19,14.0,14.50,34352.58333,34352.60416,1.667,6,0
2026,01,19,15.0,15.50,34352.62500,34352.64583,2.333,9,0
2026,01,19,16.0,16.50,34352.66667,34352.68750,2.667,12,0
2026,01,19,17.0,17.50,34352.70833,34352.72916,3.667,22,0
2026,01,19,18.0,18.50,34352.75000,34352.77083,4.667,39,0
2026,01,19,19.0,19.50,34352.79167,34352.81250,8.667,265,0
2026,01,19,20.0,20.50,34352.83333,34352.85416,9.667,355,0
2026,01,19,21.0,21.50,34352.87500,34352.89583,10.33,421,0
2026,01,19,22.0,22.50,34352.91667,34352.93750,8.667,265,0
2026,01,19,23.0,23.50,34352.95833,34352.97916,7.667,179,0
2026,01,20,00.0,00.50,34353.00000,34353.02083,7.333,154,0
2026,01,20,01.0,01.50,34353.04167,34353.06250,5.667,67,0
2026,01,20,02.0,02.50,34353.08333,34353.10416,5.667,67,0
2026,01,20,03.0,03.50,34353.12500,34353.14583,6.000,80,0
2026,01,20,04.0,04.50,34353.16667,34353.18750,6.000,80,0
2026,01,20,05.0,05.50,34353.20833,34353.22916,6.000,80,0
2026,01,20,06.0,06.50,34353.25000,34353.27083,6.000,80,0
2026,01,20,07.0,07.50,34353.29167,34353.31250,7.667,179,0
2026,01,20,08.0,08.50,34353.33333,34353.35416,8.333,236,0
2026,01,20,09.0,09.50,34353.37500,34353.39583,8.333,236,0
2026,01,20,10.0,10.50,34353.41667,34353.43750,8.000,207,0
2026,01,20,11.0,11.50,34353.45833,34353.47916,7.333,154,0
2026,01,20,12.0,12.50,34353.50000,34353.52083,8.333,236,0
2026,01,20,13.0,13.50,34353.54167,34353.56250,7.000,132,0
2026,01,20,14.0,14.50,34353.58333,34353.60416,7.333,154,0
2026,01,20,15.0,15.50,34353.62500,34353.64583,8.333,236,0
2026,01,20,16.0,16.50,34353.66667,34353.68750,7.000,132,0
2026,01,20,17.0,17.50,34353.70833,34353.72916,7.000,132,0
2026,01,20,18.0,18.50,34353.75000,34353.77083,7.333,154,0
2026,01,20,19.0,19.50,34353.79167,34353.81250,8.000,207,0
2026,01,20,20.0,20.50,34353.83333,34353.85416,7.333,154,0
2026,01,20,21.0,21.50,34353.87500,34353.89583,6.333,94,0
2026,01,20,22.0,22.50,34353.91667,34353.93750,8.000,207,0
2026,01,20,23.0,23.50,34353.95833,34353.97916,7.667,179,0
2026,01,21,00.0,00.50,34354.00000,34354.02083,7.667,179,0
2026,01,21,01.0,01.50,34354.04167,34354.06250,5.667,67,0
2026,01,21,02.0,02.50,34354.08333,34354.10416,7.000,132,0
2026,01,21,03.0,03.50,34354.12500,34354.14583,6.333,94,0
2026,01,21,04.0,04.50,34354.16667,34354.18750,7.333,154,0
2026,01,21,05.0,05.50,34354.20833,34354.22916,7.000,132,0
2026,01,21,06.0,06.50,34354.25000,34354.27083,6.667,111,0
2026,01,21,07.0,07.50,34354.29167,34354.31250,6.333,94,0
2026,01,21,08.0,08.50,34354.33333,34354.35416,7.000,132,0
2026,01,21,09.0,09.50,34354.37500,34354.39583,6.000,80,0
2026,01,21,10.0,10.50,34354.41667,34354.43750,6.667,111,0
2026,01,21,11.0,11.50,34354.45833,34354.47916,5.333,56,0
2026,01,21,12.0,12.50,34354.50000,34354.52083,4.333,32,0
2026,01,21,13.0,13.50,34354.54167,34354.56250,4.333,32,0
2026,01,21,14.0,14.50,34354.58333,34354.60416,4.000,27,0
2026,01,21,15.0,15.50,34354.62500,34354.64583,4.333,32,0
2026,01,21,16.0,16.50,34354.66667,34354.68750,4.000,27,0
2026,01,21,17.0,17.50,34354.70833,34354.72916,4.000,27,0
2026,01,21,18.0,18.50,34354.75000,34354.77083,4.000,27,0
2026,01,21,19.0,19.50,34354.79167,34354.81250,3.333,18,0
2026,01,21,20.0,20.50,34354.83333,34354.85416,2.667,12,0
2026,01,21,21.0,21.50,34354.87500,34354.89583,3.000,15,0
2026,01,21,22.0,22.50,34354.91667,34354.93750,2.667,12,0
2026,01,21,23.0,23.50,34354.95833,34354.97916,3.333,18,0
2026,01,22,00.0,00.50,34355.00000,34355.02083,4.333,32,0
2026,01,22,01.0,01.50,34355.04167,34355.06250,4.333,32,0
2026,01,22,02.0,02.50,34355.08333,34355.10416,3.000,15,0
2026,01,22,03.0,03.50,34355.12500,34355.14583,3.000,15,0
2026,01,22,04.0,04.50,34355.16667,34355.18750,2.333,9,0
2026,01,22,05.0,05.50,34355.20833,34355.22916,3.333,18,0
2026,01,22,06.0,06.50,34355.25000,34355.27083,2.667,12,0
2026,01,22,07.0,07.50,34355.29167,34355.31250,2.333,9,0
2026,01,22,08.0,08.50,34355.33333,34355.35416,2.667,12,0
2026,01,22,09.0,09.50,34355.37500,34355.39583,2.667,12,0
2026,01,22,10.0,10.50,34355.41667,34355.43750,2.000,7,0
2026,01,22,11.0,11.50,34355.45833,34355.47916,1.667,6,0
2026,01,22,12.0,12.50,34355.50000,34355.52083,2.333,9,0
2026,01,22,13.0,13.50,34355.54167,34355.56250,2.333,9,0
2026,01,22,14.0,14.50,34355.58333,34355.60416,3.000,15,0
2026,01,22,15.0,15.50,34355.62500,34355.64583,1.333,5,0
2026,01,22,16.0,16.50,34355.66667,34355.68750,2.000,7,0
2026,01,22,17.0,17.50,34355.70833,34355.72916,2.333,9,0
2026,01,22,18.0,18.50,34355.75000,34355.77083,2.000,7,0
2026,01,22,19.0,19.50,34355.79167,34355.81250,1.333,5,0
2026,01,22,20.0,20.50,34355.83333,34355.85416,2.333,9,0
2026,01,22,21.0,21.50,34355.87500,34355.89583,3.333,18,0
2026,01,22,22.0,22.50,34355.91667,34355.93750,4.333,32,0
2026,01,22,23.0,23.50,34355.95833,34355.97916,5.667,67,0
2026,01,23,00.0,00.50,34356.00000,34356.02083,4.333,32,0
2026,01,23,01.0,01.50,34356.04167,34356.06250,3.667,22,0
2026,01,23,02.0,02.50,34356.08333,34356.10416,3.667,22,0
2026,01,23,03.0,03.50,34356.12500,34356.14583,4.333,32,0
2026,01,23,04.0,04.50,34356.16667,34356.18750,4.000,27,0
2026,01,23,05.0,05.50,34356.20833,34356.22916,3.667,22,0
2026,01,23,06.0,06.50,34356.25000,34356.27083,3.333,18,0
2026,01,23,07.0,07.50,34356.29167,34356.31250,3.333,18,0
2026,01,23,08.0,08.50,34356.33333,34356.35416,4.000,27,0
2026,01,23,09.0,09.50,34356.37500,34356.39583,4.667,39,0
2026,01,23,10.0,10.50,34356.41667,34356.43750,4.333,32,0
2026,01,23,11.0,11.50,34356.45833,34356.47916,3.333,18,0
2026,01,23,12.0,12.50,34356.50000,34356.52083,2.667,12,0
2026,01,23,13.0,13.50,34356.54167,34356.56250,2.667,12,0
2026,01,23,14.0,14.50,34356.58333,34356.60416,3.667,22,0
2026,01,23,15.0,15.50,34356.62500,34356.64583,4.000,27,0
2026,01,23,16.0,16.50,34356.66667,34356.68750,4.333,32,0
2026,01,23,17.0,17.50,34356.70833,34356.72916,5.000,48,0
2026,01,23,18.0,18.50,34356.75000,34356.77083,5.333,56,0
2026,01,23,19.0,19.50,34356.79167,34356.81250,4.000,27,0
2026,01,23,20.0,20.50,34356.83333,34356.85416,3.333,18,0
2026,01,23,21.0,21.50,34356.87500,34356.89583,4.333,32,0
2026,01,23,22.0,22.50,34356.91667,34356.93750,4.000,27,0
2026,01,23,23.0,23.50,34356.95833,34356.97916,4.000,27,0
2026,01,24,00.0,00.50,34357.00000,34357.02083,4.667,39,0
2026,01,24,01.0,01.50,34357.04167,34357.06250,4.333,32,0
2026,01,24,02.0,02.50,34357.08333,34357.10416,2.000,7,0
2026,01,24,03.0,03.50,34357.12500,34357.14583,2.000,7,0
2026,01,24,04.0,04.50,34357.16667,34357.18750,2.000,7,0
2026,01,24,05.0,05.50,34357.20833,34357.22916,2.000,7,0
2026,01,24,06.0,06.50,34357.25000,34357.27083,1.333,5,0
2026,01,24,07.0,07.50,34357.29167,34357.31250,2.000,7,0
2026,01,24,08.0,08.50,34357.33333,34357.35416,2.333,9,0
2026,01,24,09.0,09.50,34357.37500,34357.39583,2.667,12,0
2026,01,24,10.0,10.50,34357.41667,34357.43750,3.333,18,0
2026,01,24,11.0,11.50,34357.45833,34357.47916,3.333,18,0
2026,01,24,12.0,12.50,34357.50000,34357.52083,3.333,18,0
2026,01,24,13.0,13.50,34357.54167,34357.56250,2.000,7,0
2026,01,24,14.0,14.50,34357.58333,34357.60416,2.333,9,0
2026,01,24,15.0,15.50,34357.62500,34357.64583,2.667,12,0
2026,01,24,16.0,16.50,34357.66667,34357.68750,2.333,9,0
2026,01,24,17.0,17.50,34357.70833,34357.72916,3.667,22,0
2026,01,24,18.0,18.50,34357.75000,34357.77083,3.333,18,0
2026,01,24,19.0,19.50,34357.79167,34357.81250,4.333,32,0
2026,01,24,20.0,20.50,34357.83333,34357.85416,3.667,22,0
2026,01,24,21.0,21.50,34357.87500,34357.89583,4.000,27,0
2026,01,24,22.0,22.50,34357.91667,34357.93750,3.333,18,0
2026,01,24,23.0,23.50,34357.95833,34357.97916,2.667,12,0
2026,01,25,00.0,00.50,34358.00000,34358.02083,3.000,15,0
2026,01,25,01.0,01.50,34358.04167,34358.06250,3.000,15,0
2026,01,25,02.0,02.50,34358.08333,34358.10416,4.333,32,0
2026,01,25,03.0,03.50,34358.12500,34358.14583,3.667,22,0
2026,01,25,04.0,04.50,34358.16667,34358.18750,3.000,15,0
2026,01,25,05.0,05.50,34358.20833,34358.22916,2.667,12,0
2026,01,25,06.0,06.50,34358.25000,34358.27083,2.667,12,0
2026,01,25,07.0,07.50,34358.29167,34358.31250,3.333,18,0
2026,01,25,08.0,08.50,34358.33333,34358.35416,4.000,27,0
2026,01,25,09.0,09.50,34358.37500,34358.39583,3.333,18,0
2026,01,25,10.0,10.50,34358.41667,34358.43750,3.333,18,0
2026,01,25,11.0,11.50,34358.45833,34358.47916,3.333,18,0
2026,01,25,12.0,12.50,34358.50000,34358.52083,3.667,22,0
2026,01,25,13.0,13.50,34358.54167,34358.56250,3.667,22,0
2026,01,25,14.0,14.50,34358.58333,34358.60416,3.333,18,0
2026,01,25,15.0,15.50,34358.62500,34358.64583,3.667,22,0
2026,01,25,16.0,16.50,34358.66667,34358.68750,3.000,15,0
2026,01,25,17.0,17.50,34358.70833,34358.72916,2.333,9,0
2026,01,25,18.0,18.50,34358.75000,34358.77083,2.333,9,0
2026,01,25,19.0,19.50,34358.79167,34358.81250,3.000,15,0
2026,01,25,20.0,20.50,34358.83333,34358.85416,2.333,9,0
2026,01,25,21.0,21.50,34358.87500,34358.89583,2.000,7,0
2026,01,25,22.0,22.50,34358.91667,34358.93750,2.000,7,0
2026,01,25,23.0,23.50,34358.95833,34358.97916,2.333,9,0
2026,01,26,00.0,00.50,34359.00000,34359.02083,2.667,12,0
2026,01,26,01.0,01.50,34359.04167,34359.06250,1.667,6,0
2026,01,26,02.0,02.50,34359.08333,34359.10416,1.667,6,0
2026,01,26,03.0,03.50,34359.12500,34359.14583,1.667,6,0
2026,01,26,04.0,04.50,34359.16667,34359.18750,0.667,3,0
2026,01,26,05.0,05.50,34359.20833,34359.22916,1.333,5,0
2026,01,26,06.0,06.50,34359.25000,34359.27083,1.000,4,0
2026,01,26,07.0,07.50,34359.29167,34359.31250,1.333,5,0
2026,01,26,08.0,08.50,34359.33333,34359.35416,3.000,15,0
2026,01,26,09.0,09.50,34359.37500,34359.39583,2.667,12,0
2026,01,26,10.0,10.50,34359.41667,34359.43750,2.333,9,0
2026,01,26,11.0,11.50,34359.45833,34359.47916,3.333,18,0
2026,01,26,12.0,12.50,34359.50000,34359.52083,3.333,18,0
2026,01,26,13.0,13.50,34359.54167,34359.56250,2.667,12,0
2026,01,26,14.0,14.50,34359.58333,34359.60416,2.333,9,0
2026,01,26,15.0,15.50,34359.62500,34359.64583,2.333,9,0
2026,01,26,16.0,16.50,34359.66667,34359.68750,2.000,7,0
2026,01,26,17.0,17.50,34359.70833,34359.72916,1.667,6,0
2026,01,26,18.0,18.50,34359.75000,34359.77083,3.000,15,0
2026,01,26,19.0,19.50,34359.79167,34359.81250,2.667,12,0
2026,01,26,20.0,20.50,34359.83333,34359.85416,3.333,18,0
2026,01,26,21.0,21.50,34359.87500,34359.89583,4.000,27,0
2026,01,26,22.0,22.50,34359.91667,34359.93750,3.333,18,0
2026,01,26,23.0,23.50,34359.95833,34359.97916,2.000,7,0
2026,01,27,00.0,00.50,34360.00000,34360.02083,2.000,7,0
2026,01,27,01.0,01.50,34360.04167,34360.06250,1.333,5,0
2026,01,27,02.0,02.50,34360.08333,34360.10416,1.333,5,0
2026,01,27,03.0,03.50,34360.12500,34360.14583,3.000,15,0
2026,01,27,04.0,04.50,34360.16667,34360.18750,2.667,12,0
2026,01,27,05.0,05.50,34360.20833,34360.22916,2.667,12,0
2026,01,27,06.0,06.50,34360.25000,34360.27083,0.667,3,0
2026,01,27,07.0,07.50,34360.29167,34360.31250,1.333,5,0
2026,01,27,08.0,08.50,34360.33333,34360.35416,2.000,7,0
2026,01,27,09.0,09.50,34360.37500,34360.39583,2.000,7,0
2026,01,27,10.0,10.50,34360.41667,34360.43750,1.333,5,0
2026,01,27,11.0,11.50,34360.45833,34360.47916,2.000,7,0
2026,01,27,12.0,12.50,34360.50000,34360.52083,1.333,5,0
2026,01,27,13.0,13.50,34360.54167,34360.56250,1.333,5,0
2026,01,27,14.0,14.50,34360.58333,34360.60416,1.000,4,0
2026,01,27,15.0,15.50,34360.62500,34360.64583,2.333,9,0
2026,01,27,16.0,16.50,34360.66667,34360.68750,2.000,7,0
2026,01,27,17.0,17.50,34360.70833,34360.72916,2.667,12,0
2026,01,27,18.0,18.50,34360.75000,34360.77083,2.667,12,0
2026,01,27,19.0,19.50,34360.79167,34360.81250,2.000,7,0
2026,01,27,20.0,20.50,34360.83333,34360.85416,3.333,18,0
2026,01,27,21.0,21.50,34360.87500,34360.89583,3.333,18,0
2026,01,27,22.0,22.50,34360.91667,34360.93750,2.333,9,0
2026,01,27,23.0,23.50,34360.95833,34360.97916,3.667,22,0
2026,01,28,00.0,00.50,34361.00000,34361.02083,3.333,18,0
2026,01,28,01.0,01.50,34361.04167,34361.06250,2.333,9,0
2026,01,28,02.0,02.50,34361.08333,34361.10416,3.333,18,0
2026,01,28,03.0,03.50,34361.12500,34361.14583,3.667,22,0
2026,01,28,04.0,04.50,34361.16667,34361.18750,3.667,22,0
2026,01,28,05.0,05.50,34361.20833,34361.22916,2.333,9,0
2026,01,28,06.0,06.50,34361.25000,34361.27083,2.000,7,0
2026,01,28,07.0,07.50,34361.29167,34361.31250,3.333,18,0
2026,01,28,08.0,08.50,34361.33333,34361.35416,3.333,18,0
2026,01,28,09.0,09.50,34361.37500,34361.39583,3.333,18,0
2026,01,28,10.0,10.50,34361.41667,34361.43750,3.000,15,0
2026,01,28,11.0,11.50,34361.45833,34361.47916,4.000,27,0
2026,01,28,12.0,12.50,34361.50000,34361.52083,4.000,27,0
2026,01,28,13.0,13.50,34361.54167,34361.56250,4.000,27,0
2026,01,28,14.0,14.50,34361.58333,34361.60416,3.667,22,0
2026,01,28,15.0,15.50,34361.62500,34361.64583,5.000,48,0
2026,01,28,16.0,16.50,34361.66667,34361.68750,4.000,27,0
2026,01,28,17.0,17.50,34361.70833,34361.72916,3.667,22,0
2026,01,28,18.0,18.50,34361.75000,34361.77083,3.667,22,0
2026,01,28,19.0,19.50,34361.79167,34361.81250,3.000,15,0
2026,01,28,20.0,20.50,34361.83333,34361.85416,3.333,18,0
2026,01,28,21.0,21.50,34361.87500,34361.89583,4.667,39,0
2026,01,28,22.0,22.50,34361.91667,34361.93750,5.667,67,0
2026,01,28,23.0,23.50,34361.95833,34361.97916,4.667,39,0
2026,01,29,00.0,00.50,34362.00000,34362.02083,5.000,48,0
2026,01,29,01.0,01.50,34362.04167,34362.06250,4.000,27,0
2026,01,29,02.0,02.50,34362.08333,34362.10416,3.667,22,0
2026,01,29,03.0,03.50,34362.12500,34362.14583,3.667,22,0
2026,01,29,04.0,04.50,34362.16667,34362.18750,3.333,18,0
2026,01,29,05.0,05.50,34362.20833,34362.22916,2.333,9,0
2026,01,29,06.0,06.50,34362.25000,34362.27083,2.667,12,0
2026,01,29,07.0,07.50,34362.29167,34362.31250,2.333,9,0
2026,01,29,08.0,08.50,34362.33333,34362.35416,2.333,9,0
2026,01,29,09.0,09.50,34362.37500,34362.39583,3.333,18,0
2026,01,29,10.0,10.50,34362.41667,34362.43750,4.333,32,0
2026,01,29,11.0,11.50,34362.45833,34362.47916,4.000,27,0
2026,01,29,12.0,12.50,34362.50000,34362.52083,3.333,18,0
2026,01,29,13.0,13.50,34362.54167,34362.56250,3.333,18,0
2026,01,29,14.0,14.50,34362.58333,34362.60416,3.667,22,0
2026,01,29,15.0,15.50,34362.62500,34362.64583,3.667,22,0
2026,01,29,16.0,16.50,34362.66667,34362.68750,4.667,39,0
2026,01,29,17.0,17.50,34362.70833,34362.72916,4.000,27,0
2026,01,29,18.0,18.50,34362.75000,34362.77083,3.333,18,0
2026,01,29,19.0,19.50,34362.79167,34362.81250,3.333,18,0
2026,01,29,20.0,20.50,34362.83333,34362.85416,3.667,22,0
2026,01,29,21.0,21.50,34362.87500,34362.89583,3.333,18,0
2026,01,29,22.0,22.50,34362.91667,34362.93750,3.000,15,0
2026,01,29,23.0,23.50,34362.95833,34362.97916,3.667,22,0
2026,01,30,00.0,00.50,34363.00000,34363.02083,4.333,32,0
2026,01,30,01.0,01.50,34363.04167,34363.06250,2.000,7,0
2026,01,30,02.0,02.50,34363.08333,34363.10416,2.000,7,0
2026,01,30,03.0,03.50,34363.12500,34363.14583,3.000,15,0
2026,01,30,04.0,04.50,34363.16667,34363.18750,2.333,9,0
2026,01,30,05.0,05.50,34363.20833,34363.22916,2.333,9,0
2026,01,30,06.0,06.50,34363.25000,34363.27083,1.667,6,0
2026,01,30,07.0,07.50,34363.29167,34363.31250,1.667,6,0
2026,01,30,08.0,08.50,34363.33333,34363.35416,2.667,12,0
2026,01,30,09.0,09.50,34363.37500,34363.39583,2.333,9,0
2026,01,30,10.0,10.50,34363.41667,34363.43750,2.000,7,0
2026,01,30,11.0,11.50,34363.45833,34363.47916,1.667,6,0
2026,01,30,12.0,12.50,34363.50000,34363.52083,2.000,7,0
2026,01,30,13.0,13.50,34363.54167,34363.56250,1.000,4,0
2026,01,30,14.0,14.50,34363.58333,34363.60416,0.667,3,0
2026,01,30,15.0,15.50,34363.62500,34363.64583,1.333,5,0
2026,01,30,16.0,16.50,34363.66667,34363.68750,2.000,7,0
2026,01,30,17.0,17.50,34363.70833,34363.72916,1.333,5,0
2026,01,30,18.0,18.50,34363.75000,34363.77083,0.667,3,0
2026,01,30,19.0,19.50,34363.79167,34363.81250,0.667,3,0
2026,01,30,20.0,20.50,34363.83333,34363.85416,0.667,3,0
2026,01,30,21.0,21.50,34363.87500,34363.89583,1.333,5,0
2026,01,30,22.0,22.50,34363.91667,34363.93750,2.667,12,0
2026,01,30,23.0,23.50,34363.95833,34363.97916,2.333,9,0
2026,01,31,00.0,00.50,34364.00000,34364.02083,2.000,7,0
2026,01,31,01.0,01.50,34364.04167,34364.06250,1.667,6,0
2026,01,31,02.0,02.50,34364.08333,34364.10416,2.333,9,0
2026,01,31,03.0,03.50,34364.12500,34364.14583,2.333,9,0
2026,01,31,04.0,04.50,34364.16667,34364.18750,1.667,6,0
2026,01,31,05.0,05.50,34364.20833,34364.22916,1.333,5,0
2026,01,31,06.0,06.50,34364.25000,34364.27083,1.333,5,0
2026,01,31,07.0,07.50,34364.29167,34364.31250,1.667,6,0
2026,01,31,08.0,08.50,34364.33333,34364.35416,2.000,7,0
2026,01,31,09.0,09.50,34364.37500,34364.39583,0.667,3,0
2026,01,31,10.0,10.50,34364.41667,34364.43750,0.333,2,0
2026,01,31,11.0,11.50,34364.45833,34364.47916,0.667,3,0
2026,01,31,12.0,12.50,34364.50000,34364.52083,0.333,2,0
2026,01,31,13.0,13.50,34364.54167,34364.56250,0.667,3,0
2026,01,31,14.0,14.50,34364.58333,34364.60416,0.667,3,0
2026,01,31,15.0,15.50,34364.62500,34364.64583,0.667,3,0
2026,01,31,16.0,16.50,34364.66667,34364.68750,0.333,2,0
2026,01,31,17.0,17.50,34364.70833,34364.72916,0.333,2,0
2026,01,31,18.0,18.50,34364.75000,34364.77083,0.333,2,0
2026,01,31,19.0,19.50,34364.79167,34364.81250,1.333,5,0
2026,01,31,20.0,20.50,34364.83333,34364.85416,0.667,3,0
2026,01,31,21.0,21.50,34364.87500,34364.89583,0.667,3,0
2026,01,31,22.0,22.50,34364.91667,34364.93750,1.000,4,0
2026,01,31,23.0,23.50,34364.95833,34364.97916,1.000,4,0
2026,02,01,00.0,00.50,34365.00000,34365.02083,0.333,2,0
2026,02,01,01.0,01.50,34365.04167,34365.06250,0.000,0,0
2026,02,01,02.0,02.50,34365.08333,34365.10416,0.000,0,0
2026,02,01,03.0,03.50,34365.12500,34365.14583,0.333,2,0
2026,02,01,04.0,04.50,34365.16667,34365.18750,0.333,2,0
2026,02,01,05.0,05.50,34365.20833,34365.22916,0.667,3,0
2026,02,01,06.0,06.50,34365.25000,34365.27083,2.000,7,0
2026,02,01,07.0,07.50,34365.29167,34365.31250,1.667,6,0
2026,02,01,08.0,08.50,34365.33333,34365.35416,0.333,2,0
2026,02,01,09.0,09.50,34365.37500,34365.39583,1.000,4,0
2026,02,01,10.0,10.50,34365.41667,34365.43750,1.000,4,0
2026,02,01,11.0,11.50,34365.45833,34365.47916,1.333,5,0
2026,02,01,12.0,12.50,34365.50000,34365.52083,1.000,4,0
2026,02,01,13.0,13.50,34365.54167,34365.56250,1.000,4,0
2026,02,01,14.0,14.50,34365.58333,34365.60416,1.000,4,0
2026,02,01,15.0,15.50,34365.62500,34365.64583,1.333,5,0
2026,02,01,16.0,16.50,34365.66667,34365.68750,1.667,6,0
2026,02,01,17.0,17.50,34365.70833,34365.72916,0.333,2,0
2026,02,01,18.0,18.50,34365.75000,34365.77083,0.667,3,0
2026,02,01,19.0,19.50,34365.79167,34365.81250,1.000,4,0
2026,02,01,20.0,20.50,34365.83333,34365.85416,0.667,3,0
2026,02,01,21.0,21.50,34365.87500,34365.89583,0.667,3,0
2026,02,01,22.0,22.50,34365.91667,34365.93750,1.667,6,0
2026,02,01,23.0,23.50,34365.95833,34365.97916,2.000,7,0
